,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
14727,14727,1654748058,14.222,47.12,1147,454,12863,19439,938.879,1.65,1.71,11.36,1.771,0.04,14727,1
6422,6422,1654739753,-7.307,53.77,172,400,13166,20089,939.626,0.8,0.83,5.49,0.857,0.019,6422,1
14398,14398,1654747729,15.749,53.33,1097,460,12863,19454,938.919,1.94,2.02,13.36,2.084,0.047,14398,1
3836,3836,1654737167,1.372,52.33,168,400,13212,20052,939.661,2.31,2.4,15.91,2.481,0.056,3836,1
17513,17513,1654750844,16.203,53.52,1117,400,12902,19449,938.725,1.74,1.8,11.95,1.864,0.042,17513,1
18148,18148,1654751479,18.859,47.34,1195,400,12909,19434,938.704,2.1,2.19,14.48,2.258,0.051,18148,1
17056,17056,1654750387,14.446,47.98,1176,400,12893,19432,938.796,1.84,1.91,12.67,1.975,0.045,17056,1
4660,4660,1654737991,-6.451,51.78,69,400,13238,20146,939.636,2.21,2.29,15.19,2.368,0.053,4660,1
13720,13720,1654747051,19.0,51.68,1189,519,12841,19436,938.871,2.04,2.12,14.06,2.192,0.05,13720,1
16573,16573,1654749904,13.012,48.27,1118,400,12889,19446,938.782,1.63,1.69,11.22,1.749,0.04,16573,1
16054,16054,1654749385,12.127,49.49,1226,436,12872,19421,938.789,1.58,1.64,10.87,1.696,0.038,16054,1
6762,6762,1654740093,-6.111,54.84,218,400,13144,20049,939.622,0.77,0.8,5.33,0.831,0.019,6762,1
1423,1423,1654734754,26.305,51.1,5,400,13106,20000,939.697,0.68,0.71,4.69,0.732,0.017,1423,0
15090,15090,1654748421,12.923,47.04,1055,437,12876,19458,938.817,1.95,2.03,13.45,2.097,0.047,15090,1
23518,23518,1654756849,-20.549,54.24,1404,410,12971,19375,938.69,1.78,1.85,12.25,1.91,0.043,23518,1
58298,58298,1655125720,-8.203,42.19,100,400,12789,20622,937.469,1.84,1.91,12.67,1.975,0.045,1412,0
4938,4938,1654738269,-8.062,49.04,31,400,13251,20182,939.704,2.3,2.39,15.83,2.468,0.056,4938,1
27082,27082,1654763431,19.77,47.27,6,400,13155,20055,939.626,0.93,0.97,6.41,0.999,0.023,2088,0
2528,2528,1654735859,17.229,53.35,60,400,13193,20119,939.617,1.05,1.1,7.26,1.132,0.026,2528,0
20714,20714,1654754045,7.57,47.44,1057,400,12998,19465,938.712,2.41,2.5,16.57,2.584,0.058,20714,1
52208,52208,1654713253,29.1,40.77,98,400,12782,20650,937.515,1.95,2.03,13.45,2.098,0.047,1066,0
10783,10783,1654744114,3.934,48.25,971,651,12799,19496,939.072,2.03,2.1,13.94,2.174,0.049,10783,1
18318,18318,1654751649,19.476,47.91,1176,400,12912,19435,938.715,1.68,1.74,11.54,1.799,0.041,18318,1
17784,17784,1654751115,17.358,47.5,1092,400,12902,19456,938.72,2.11,2.19,14.53,2.265,0.051,17784,1
2315,2315,1654735646,19.542,48.16,13,400,13209,20143,939.602,0.95,0.98,6.51,1.016,0.023,2315,0
1836,1836,1654735167,23.88,49.45,53,400,13126,19997,939.62,0.72,0.75,4.97,0.774,0.017,1836,0
51496,51496,1654712541,27.85,40.52,74,428,12816,20696,937.571,2.29,2.38,15.77,2.459,0.056,354,0
13600,13600,1654746931,19.481,51.65,1105,509,12846,19458,938.871,1.78,1.85,12.26,1.912,0.043,13600,1
879,879,1654734210,26.982,50.52,0,400,12998,19919,939.746,0.15,0.16,1.06,0.165,0.004,879,0
58949,58949,1655126371,-5.22,48.24,129,400,12802,20590,937.357,2.01,2.09,13.83,2.156,0.049,2063,0
6271,6271,1654739602,-7.813,49.31,196,400,13153,20067,939.641,0.79,0.82,5.46,0.851,0.019,6271,1
54753,54753,1654715798,25.23,44.44,0,400,13274,21247,937.423,1.55,1.61,10.65,1.661,0.038,3611,0
54253,54253,1654715298,28.94,42.16,187,425,12770,20534,937.349,1.6,1.67,11.03,1.721,0.039,3111,0
61010,61010,1655128432,18.051,46.68,4617,400,13166,19663,936.894,0.56,0.58,3.85,0.601,0.014,4124,0
50935,50935,1654903952,36.47,15.31,0,898,13092,20668,930.898,1.33,1.38,9.14,1.425,0.032,947,1
53667,53667,1654714712,26.08,47.71,172,451,12767,20560,937.31,2.01,2.09,13.85,2.16,0.049,2525,0
11566,11566,1654744897,12.571,52.78,1107,620,12803,19450,939.082,2.38,2.48,16.4,2.557,0.058,11566,1
56376,56376,1654717421,57.13,13.05,60000,9475,11394,16795,936.733,694.85,830.42,4509.77,875.509,122.158,5234,0
16065,16065,1654749396,12.138,52.76,1163,413,12880,19438,938.781,1.73,1.8,11.93,1.861,0.042,16065,1
14121,14121,1654747452,17.129,47.31,1099,491,12850,19452,938.889,1.92,2.0,13.22,2.062,0.047,14121,1
6427,6427,1654739758,-7.29,51.25,179,400,13167,20097,939.617,0.85,0.88,5.86,0.913,0.021,6427,1
19235,19235,1654752566,20.612,50.43,1251,415,12915,19410,938.713,1.81,1.88,12.45,1.941,0.044,19235,1
54477,54477,1654715522,28.55,43.28,209,426,12767,20507,937.429,1.45,1.51,9.97,1.555,0.035,3335,0
14354,14354,1654747685,15.966,47.8,1141,467,12854,19446,938.916,2.31,2.4,15.89,2.478,0.056,14354,1
11145,11145,1654744476,7.931,47.64,1061,643,12796,19468,939.084,2.06,2.14,14.15,2.206,0.05,11145,1
22594,22594,1654755925,-19.728,50.02,1348,413,12962,19393,938.755,2.08,2.16,14.32,2.233,0.05,22594,1
20110,20110,1654753441,15.544,49.24,1151,400,12936,19437,938.731,1.42,1.47,9.77,1.523,0.034,20110,1
20990,20990,1654754321,3.18,53.36,1350,410,12952,19391,938.7,1.92,1.99,13.21,2.06,0.047,20990,1
53919,53919,1654714964,25.79,48.9,151,420,12776,20573,937.382,1.61,1.67,11.09,1.73,0.039,2777,0
5630,5630,1654738961,-9.226,55.18,51,400,13249,20203,939.76,2.23,2.32,15.35,2.394,0.054,5630,1
861,861,1654734192,26.947,56.85,0,400,13007,19942,939.746,0.38,0.4,2.65,0.413,0.009,861,0
55109,55109,1654716154,26.05,72.55,1170,400,13340,20329,937.091,0.81,0.84,5.58,0.869,0.02,3967,0
61336,61336,1655128758,20.325,23.71,13571,529,12754,19103,936.874,0.85,0.88,5.85,0.913,0.021,4450,0
3920,3920,1654737251,0.422,47.32,159,400,13213,20052,939.659,2.2,2.29,15.17,2.366,0.053,3920,1
54442,54442,1654715487,26.39,47.0,205,441,12763,20513,937.411,1.66,1.72,11.41,1.78,0.04,3300,0
22351,22351,1654755682,-17.399,47.54,1427,425,12958,19372,938.721,1.93,2.01,13.31,2.076,0.047,22351,1
17835,17835,1654751166,17.576,48.04,1128,400,12910,19451,938.702,1.7,1.76,11.68,1.821,0.041,17835,1
658,658,1654733989,26.263,51.8,33,400,12868,19818,939.812,0.29,0.3,1.99,0.311,0.007,658,0
6760,6760,1654740091,-6.118,54.49,230,400,13140,20041,939.619,0.82,0.85,5.65,0.881,0.02,6760,1
54600,54600,1654715645,28.32,40.12,0,400,13110,20987,937.434,1.96,2.04,13.48,2.102,0.047,3458,0
6852,6852,1654740183,-5.804,50.62,214,400,13147,20047,939.6,0.45,0.47,3.11,0.486,0.011,6852,1
60166,60166,1655127588,16.364,42.81,201,424,12776,20530,937.413,1.59,1.65,10.91,1.702,0.038,3280,0
50815,50815,1654903832,38.09,14.51,674,6858,12083,19912,930.881,2.4,2.49,16.49,2.571,0.058,827,1
51500,51500,1654712545,27.3,43.54,64,421,12823,20713,937.583,2.42,2.52,16.67,2.599,0.059,358,0
11621,11621,1654744952,13.147,52.09,1103,625,12801,19454,939.056,1.71,1.78,11.77,1.835,0.041,11621,1
16911,16911,1654750242,13.964,53.35,1138,406,12897,19443,938.752,2.32,2.41,15.99,2.494,0.056,16911,1
2701,2701,1654736032,15.229,52.31,87,400,13193,20082,939.654,0.96,1.0,6.61,1.03,0.023,2701,0
13264,13264,1654746595,20.498,50.76,1103,525,12847,19457,938.91,2.1,2.18,14.43,2.251,0.051,13264,1
60153,60153,1655127575,16.646,45.52,187,413,12774,20524,937.41,1.67,1.74,11.51,1.795,0.041,3267,0
636,636,1654733967,26.157,51.97,11,400,12876,19842,939.841,0.25,0.26,1.73,0.27,0.006,636,0
2375,2375,1654735706,18.91,47.86,21,400,13214,20133,939.597,1.06,1.1,7.3,1.139,0.026,2375,0
23312,23312,1654756643,-21.693,48.36,1436,440,12960,19368,938.702,1.82,1.89,12.52,1.953,0.044,23312,1
2818,2818,1654736149,13.829,51.98,121,400,13177,20058,939.645,0.95,0.99,6.54,1.02,0.023,2818,0
21706,21706,1654755037,-8.592,53.25,1331,403,12962,19385,938.724,2.26,2.35,15.58,2.43,0.055,21706,1
52591,52591,1654713636,26.12,46.93,90,400,12781,20624,937.431,1.73,1.8,11.9,1.856,0.042,1449,0
54131,54131,1654715176,28.87,42.24,172,407,12778,20546,937.375,1.78,1.85,12.26,1.911,0.043,2989,0
4640,4640,1654737971,-6.311,48.04,29,400,13256,20181,939.667,2.0,2.07,13.73,2.142,0.048,4640,1
2088,2088,1654735419,21.768,47.27,6,400,13155,20055,939.626,0.93,0.97,6.41,0.999,0.023,2088,0
53513,53513,1654714558,28.27,43.63,195,438,12770,20525,937.34,1.77,1.83,12.15,1.895,0.043,2371,0
56952,56952,1655124374,23.549,44.05,67,441,12855,20725,937.585,2.4,2.5,16.54,2.58,0.058,66,0
53024,53024,1654714069,25.74,48.07,118,410,12781,20605,937.39,2.04,2.12,14.06,2.193,0.05,1882,0
19240,19240,1654752571,20.603,52.27,1231,408,12912,19418,938.71,1.6,1.66,11.02,1.719,0.039,19240,1
5916,5916,1654739247,-8.794,52.76,86,400,13212,20178,939.639,1.78,1.85,12.23,1.908,0.043,5916,1
13868,13868,1654747199,18.347,48.87,1111,495,12851,19455,938.914,2.1,2.18,14.46,2.254,0.051,13868,1
57212,57212,1655124634,26.323,43.13,39,400,12841,20739,937.557,1.99,2.07,13.73,2.141,0.048,326,0
26303,26303,1654762652,17.1,50.36,0,400,13093,19984,939.713,0.49,0.51,3.36,0.524,0.012,1309,0
1405,1405,1654734736,26.377,55.63,22,400,13097,19984,939.68,0.87,0.9,5.97,0.931,0.021,1405,0
54113,54113,1654715158,28.32,43.85,170,420,12774,20545,937.354,1.78,1.85,12.24,1.909,0.043,2971,0
51915,51915,1654712960,28.01,40.32,104,467,12761,20650,937.512,2.07,2.15,14.24,2.221,0.05,773,0
54652,54652,1654715697,27.92,40.9,0,400,13139,20988,937.471,1.97,2.04,13.53,2.109,0.048,3510,0
55838,55838,1654716883,45.89,16.97,273,400,13485,20890,936.817,1.65,1.71,11.36,1.771,0.04,4696,0
22728,22728,1654756059,-20.699,53.55,1354,405,12965,19385,938.754,2.3,2.39,15.86,2.474,0.056,22728,1
58425,58425,1655125847,-6.336,41.46,74,400,12791,20646,937.412,2.02,2.1,13.89,2.166,0.049,1539,0
52695,52695,1654713740,27.61,40.97,121,428,12765,20598,937.412,1.68,1.74,11.55,1.801,0.041,1553,0
57465,57465,1655124887,17.322,40.52,67,400,12831,20702,937.514,1.79,1.86,12.32,1.921,0.043,579,0
52851,52851,1654713896,28.28,43.25,111,400,12784,20618,937.411,1.89,1.96,13.0,2.028,0.046,1709,0
53293,53293,1654714338,28.88,41.28,127,404,12788,20593,937.341,1.7,1.76,11.68,1.822,0.041,2151,0
20753,20753,1654754084,6.968,53.04,1195,400,12970,19434,938.712,2.21,2.3,15.23,2.375,0.054,20753,1
58373,58373,1655125795,-7.136,41.0,84,400,12788,20637,937.447,2.12,2.2,14.56,2.27,0.051,1487,0
18446,18446,1654751777,19.883,47.48,1195,400,12911,19433,938.723,1.57,1.63,10.83,1.688,0.038,18446,1
56616,56616,1654717661,54.1,12.95,2132,400,13624,20137,936.699,0.84,0.87,5.77,0.9,0.02,5474,0
62542,62542,1655129964,2.916,14.92,1270,400,13651,20351,936.694,0.65,0.67,4.45,0.693,0.016,5656,0
19108,19108,1654752439,20.76,47.45,1199,400,12926,19426,938.716,1.58,1.64,10.88,1.696,0.038,19108,1
55423,55423,1654716468,39.43,35.98,3434,400,13122,19755,936.877,0.81,0.84,5.58,0.87,0.02,4281,0
13047,13047,1654746378,20.816,46.97,1076,549,12837,19463,938.912,1.96,2.04,13.51,2.107,0.048,13047,1
58540,58540,1655125962,-4.773,42.09,68,400,12791,20644,937.395,1.85,1.93,12.76,1.989,0.045,1654,0
53640,53640,1654714685,28.57,42.62,159,431,12769,20560,937.325,1.87,1.94,12.87,2.007,0.045,2498,0
23168,23168,1654756499,-21.995,49.7,1341,400,12971,19389,938.697,1.83,1.91,12.62,1.968,0.044,23168,1
14367,14367,1654747698,15.902,46.99,1174,483,12855,19441,938.91,1.83,1.9,12.57,1.96,0.044,14367,1
19068,19068,1654752399,20.782,53.31,1187,400,12914,19431,938.702,2.06,2.14,14.17,2.209,0.05,19068,1
19864,19864,1654753195,17.784,51.51,1138,400,12934,19441,938.725,1.66,1.72,11.43,1.782,0.04,19864,1
2325,2325,1654735656,19.437,47.37,11,400,13212,20140,939.613,0.92,0.96,6.33,0.987,0.022,2325,0
57002,57002,1655124424,25.382,41.29,43,445,12843,20744,937.586,1.91,1.98,13.14,2.05,0.046,116,0
1709,1709,1654735040,24.775,56.24,0,400,13155,20071,939.61,0.67,0.7,4.6,0.718,0.016,1709,0
22727,22727,1654756058,-20.693,53.45,1329,401,12971,19395,938.751,2.4,2.49,16.51,2.574,0.058,22727,1
2477,2477,1654735808,17.8,53.03,0,400,13238,20187,939.622,0.95,0.98,6.52,1.017,0.023,2477,0
16658,16658,1654749989,13.227,51.52,1189,412,12877,19431,938.772,2.15,2.24,14.83,2.313,0.052,16658,1
27483,27483,1654763832,20.3,48.14,5,400,13221,20171,939.595,1.07,1.11,7.34,1.145,0.026,2489,0
3259,3259,1654736590,8.368,59.11,138,400,13218,20084,939.694,2.49,2.59,17.17,2.677,0.06,3259,1
6262,6262,1654739593,-7.842,49.2,167,400,13177,20107,939.641,0.87,0.91,6.02,0.939,0.021,6262,1
11001,11001,1654744332,6.319,51.28,1009,643,12804,19483,939.09,2.31,2.39,15.87,2.474,0.056,11001,1
19353,19353,1654752684,20.36,49.01,1241,418,12907,19409,938.679,1.77,1.84,12.17,1.898,0.043,19353,1
56164,56164,1654717209,52.77,22.25,60000,13916,11181,16271,936.883,8730.05,10876.47,55547.11,11529.859,1964.938,5022,0
18448,18448,1654751779,19.889,47.39,1208,400,12915,19427,938.706,1.56,1.62,10.74,1.675,0.038,18448,1
663,663,1654733994,26.287,54.15,22,400,12880,19840,939.795,0.23,0.24,1.57,0.245,0.006,663,0
23464,23464,1654756795,-20.934,51.76,1364,400,12979,19389,938.697,1.99,2.07,13.69,2.134,0.048,23464,1
52186,52186,1654713231,27.91,46.3,46,400,12801,20701,937.472,1.91,1.99,13.16,2.051,0.046,1044,0
14942,14942,1654748273,13.386,52.93,1027,413,12885,19467,938.821,1.95,2.03,13.41,2.092,0.047,14942,1
57082,57082,1655124504,26.93,45.32,24,426,12841,20754,937.59,2.14,2.22,14.7,2.293,0.052,196,0
19893,19893,1654753224,17.556,49.1,1247,432,12914,19415,938.721,1.62,1.69,11.17,1.743,0.039,19893,1
17461,17461,1654750792,15.987,53.82,1055,400,12915,19459,938.722,1.62,1.69,11.16,1.741,0.039,17461,1
58876,58876,1655126298,-4.963,47.54,139,416,12779,20572,937.347,1.97,2.05,13.59,2.119,0.048,1990,0
6770,6770,1654740101,-6.083,55.74,219,400,13143,20047,939.617,0.79,0.83,5.47,0.853,0.019,6770,1
27448,27448,1654763797,18.21,51.19,25,400,13209,20140,939.625,1.17,1.21,8.03,1.253,0.028,2454,0
10865,10865,1654744196,4.819,54.02,990,661,12795,19487,939.063,2.76,2.87,19.02,2.965,0.067,10865,1
53493,53493,1654714538,25.89,47.92,167,416,12777,20550,937.33,1.67,1.74,11.52,1.796,0.041,2351,0
26418,26418,1654762767,17.47,50.76,6,400,13113,20012,939.697,0.66,0.68,4.53,0.707,0.016,1424,0
18365,18365,1654751696,19.632,50.7,1178,400,12911,19432,938.726,1.8,1.87,12.38,1.93,0.044,18365,1
59269,59269,1655126691,-0.128,42.2,217,442,12763,20501,937.344,1.76,1.83,12.14,1.893,0.043,2383,0
14701,14701,1654748032,14.333,53.56,1074,444,12873,19460,938.878,1.53,1.59,10.53,1.642,0.037,14701,1
13441,13441,1654746772,20.03,53.4,1069,500,12850,19460,938.88,1.93,2.0,13.26,2.068,0.047,13441,1
17141,17141,1654750472,14.748,52.31,1149,414,12891,19437,938.763,1.75,1.82,12.06,1.881,0.042,17141,1
18520,18520,1654751851,20.091,52.2,1220,406,12915,19432,938.721,1.73,1.8,11.93,1.86,0.042,18520,1
57794,57794,1655125216,0.072,46.35,80,407,12778,20662,937.55,2.13,2.21,14.67,2.287,0.052,908,0
16309,16309,1654749640,12.466,53.18,1147,412,12878,19439,938.761,1.52,1.58,10.47,1.633,0.037,16309,1
23500,23500,1654756831,-20.684,52.59,1415,424,12968,19375,938.705,1.83,1.91,12.63,1.969,0.044,23500,1
25758,25758,1654762107,15.03,50.68,6,400,12947,19897,939.75,0.27,0.28,1.86,0.29,0.007,764,0
10504,10504,1654743835,1.097,54.81,929,698,12778,19500,939.118,1.68,1.74,11.54,1.799,0.041,10504,1
21539,21539,1654754870,-5.916,53.97,1350,400,12957,19393,938.714,1.85,1.92,12.73,1.985,0.045,21539,1
50597,50597,1654903614,41.14,13.64,0,2572,12649,20325,930.936,0.91,0.95,6.27,0.978,0.022,609,1
21522,21522,1654754853,-5.638,52.71,1383,415,12946,19382,938.715,1.81,1.88,12.49,1.947,0.044,21522,1
54780,54780,1654715825,27.8,38.91,0,400,13314,21162,937.455,1.88,1.96,12.97,2.023,0.046,3638,0
22031,22031,1654755362,-13.414,48.91,1366,404,12966,19387,938.752,1.98,2.05,13.61,2.122,0.048,22031,1
3061,3061,1654736392,10.841,52.01,160,400,13165,20013,939.669,0.88,0.92,6.06,0.946,0.021,3061,0
56359,56359,1654717404,57.21,13.08,60000,4811,11686,17050,936.733,4816.65,6695.31,28902.38,7191.896,1758.188,5217,0
58633,58633,1655126055,-4.124,46.99,102,404,12779,20620,937.39,1.72,1.79,11.83,1.844,0.042,1747,0
4069,4069,1654737400,-1.197,52.82,123,400,13224,20093,939.622,2.14,2.23,14.74,2.299,0.052,4069,1
25405,25405,1654761754,13.86,51.15,7,400,12733,19766,939.825,0.25,0.32,1.58,0.34,0.063,411,0
10645,10645,1654743976,2.491,50.45,933,664,12794,19492,939.094,1.97,2.05,13.55,2.114,0.048,10645,1
2651,2651,1654735982,15.817,53.28,86,400,13192,20101,939.657,1.05,1.1,7.26,1.132,0.026,2651,0
52910,52910,1654713955,28.24,43.78,71,400,12795,20648,937.38,1.85,1.93,12.76,1.99,0.045,1768,0
51585,51585,1654712630,27.87,46.35,51,400,12838,20719,937.515,1.78,1.85,12.25,1.91,0.043,443,0
15458,15458,1654748789,12.19,51.33,1159,438,12870,19439,938.82,2.08,2.17,14.35,2.238,0.051,15458,1
154,154,1654733485,22.069,53.45,21,438,12550,19642,939.817,0.04,0.1,0.11,0.115,0.061,154,0
60926,60926,1655128348,16.492,60.77,2463,400,13349,19995,936.915,1.07,1.11,7.36,1.148,0.026,4040,0
11789,11789,1654745120,14.834,47.07,1044,596,12823,19472,939.094,2.07,2.15,14.22,2.218,0.05,11789,1
43,43,1654733374,20.617,55.28,0,400,12505,19565,939.757,0.04,0.14,0.03,0.162,0.097,43,0
15430,15430,1654748761,12.225,48.53,1176,436,12871,19435,938.817,1.56,1.63,10.77,1.679,0.038,15430,1
16896,16896,1654750227,13.916,50.8,1191,415,12889,19437,938.754,2.3,2.39,15.81,2.465,0.056,16896,1
25197,25197,1654761546,11.73,51.18,39,449,12576,19651,939.802,0.42,0.94,1.58,1.056,0.505,203,0
1465,1465,1654734796,26.126,55.42,25,400,13092,19982,939.713,0.5,0.52,3.45,0.538,0.012,1465,0
23622,23622,1654756953,-19.63,52.96,1398,413,12969,19374,938.722,1.59,1.66,10.96,1.71,0.039,23622,1
18518,18518,1654751849,20.086,51.62,1254,426,12903,19413,938.726,1.7,1.76,11.69,1.822,0.041,18518,1
27264,27264,1654763613,18.92,47.2,12,400,13199,20151,939.613,1.18,1.23,8.14,1.269,0.029,2270,0
54548,54548,1654715593,28.57,40.96,12,400,12986,20710,937.439,1.98,2.06,13.65,2.129,0.048,3406,0
55633,55633,1654716678,53.15,21.08,25386,661,12674,18857,936.922,0.74,0.77,5.12,0.799,0.018,4491,0
61321,61321,1655128743,20.485,24.06,16887,613,12706,18993,936.906,0.89,0.92,6.1,0.951,0.021,4435,0
11019,11019,1654744350,6.519,48.02,1021,646,12801,19482,939.088,2.37,2.46,16.28,2.539,0.057,11019,1
6501,6501,1654739832,-7.031,49.37,191,400,13154,20075,939.58,0.71,0.73,4.86,0.758,0.017,6501,1
15979,15979,1654749310,12.066,47.67,1140,404,12881,19440,938.784,1.46,1.52,10.08,1.572,0.036,15979,1
16946,16946,1654750277,14.076,47.39,1115,400,12896,19450,938.77,1.5,1.56,10.33,1.611,0.036,16946,1
7565,7565,1654740896,-4.15,49.86,276,400,13120,19985,939.483,0.36,0.38,2.51,0.391,0.009,7565,1
21545,21545,1654754876,-6.014,50.83,1297,400,12968,19398,938.707,1.88,1.95,12.93,2.017,0.046,21545,1
21678,21678,1654755009,-8.15,48.01,1350,400,12958,19395,938.703,2.44,2.54,16.82,2.622,0.059,21678,1
59704,59704,1655127126,18.717,46.1,187,451,12768,20535,937.387,1.53,1.59,10.5,1.638,0.037,2818,0
12918,12918,1654746249,20.848,47.43,1074,534,12842,19473,938.909,1.74,1.8,11.95,1.864,0.042,12918,1
5875,5875,1654739206,-8.879,55.88,45,400,13239,20222,939.648,2.19,2.28,15.1,2.354,0.053,5875,1
27740,27740,1654764089,18.79,48.89,124,400,13170,20056,939.624,1.0,1.04,6.87,1.072,0.024,2746,0
6693,6693,1654740024,-6.352,51.82,226,400,13136,20037,939.585,0.66,0.69,4.58,0.714,0.016,6693,1
5984,5984,1654739315,-8.637,54.66,128,400,13199,20145,939.67,1.97,2.04,13.54,2.111,0.048,5984,1
13730,13730,1654747061,18.958,52.83,1157,514,12844,19438,938.9,1.81,1.88,12.45,1.942,0.044,13730,1
15429,15429,1654748760,12.227,48.75,1151,422,12875,19438,938.819,1.56,1.62,10.75,1.676,0.038,15429,1
57715,57715,1655125137,4.064,40.41,79,404,12784,20669,937.56,2.19,2.28,15.09,2.353,0.053,829,0
21,21,1654733352,20.305,50.02,0,400,12487,19470,939.741,0.33,1.39,0.0,1.61,1.024,21,0
27212,27212,1654763561,17.72,51.65,12,400,13190,20109,939.604,0.87,0.9,5.97,0.931,0.021,2218,0
18568,18568,1654751899,20.214,47.4,1191,400,12912,19432,938.739,1.66,1.72,11.4,1.777,0.04,18568,1
60916,60916,1655128338,16.308,60.46,2406,400,13381,20015,936.947,0.81,0.84,5.56,0.868,0.02,4030,0
25406,25406,1654761755,13.89,50.98,12,400,12732,19765,939.834,0.24,0.31,1.53,0.329,0.061,412,0
15546,15546,1654748877,12.097,49.97,1113,419,12879,19454,938.824,1.38,1.44,9.52,1.485,0.034,15546,1
26955,26955,1654763304,19.24,47.96,45,400,13129,20010,939.577,0.86,0.9,5.95,0.928,0.021,1961,0
6355,6355,1654739686,-7.536,55.53,187,400,13161,20079,939.635,0.76,0.79,5.22,0.814,0.018,6355,1
58024,58024,1655125446,-8.127,44.63,96,403,12780,20650,937.493,1.82,1.89,12.55,1.957,0.044,1138,0
12850,12850,1654746181,20.812,48.34,1034,530,12838,19470,938.904,1.92,2.0,13.24,2.065,0.047,12850,1
12018,12018,1654745349,16.9,47.55,1027,580,12820,19468,939.043,2.1,2.18,14.47,2.256,0.051,12018,1
55336,55336,1654716381,38.83,37.32,9152,400,12922,19384,936.879,0.43,0.45,2.96,0.462,0.01,4194,0
17801,17801,1654751132,17.431,52.35,1099,400,12908,19456,938.711,2.02,2.1,13.89,2.167,0.049,17801,1
26882,26882,1654763231,18.38,52.54,49,400,13129,20005,939.621,0.79,0.82,5.42,0.845,0.019,1888,0
61238,61238,1655128660,20.778,28.45,11181,400,12844,19252,936.887,0.59,0.61,4.05,0.632,0.014,4352,0
53905,53905,1654714950,26.19,47.51,157,426,12772,20563,937.348,1.44,1.5,9.93,1.548,0.035,2763,0
25919,25919,1654762268,15.37,52.07,0,400,13015,19930,939.746,0.3,0.31,2.05,0.32,0.007,925,0
19010,19010,1654752341,20.794,53.36,1235,408,12917,19421,938.695,1.71,1.78,11.77,1.835,0.041,19010,1
56229,56229,1654717274,55.39,20.23,60000,17144,11022,15795,936.806,8752.56,15907.06,43121.27,17542.48,6825.941,5087,0
53446,53446,1654714491,27.52,47.28,138,400,12797,20595,937.33,1.88,1.96,12.96,2.02,0.046,2304,0
2893,2893,1654736224,12.916,47.73,131,400,13168,20050,939.636,0.96,1.0,6.59,1.028,0.023,2893,0
17380,17380,1654750711,15.659,52.12,1197,409,12895,19421,938.743,1.75,1.82,12.06,1.881,0.042,17380,1
1322,1322,1654734653,26.668,49.13,0,400,13100,19992,939.715,0.48,0.5,3.33,0.519,0.012,1322,0
60583,60583,1655128005,12.162,39.09,0,400,13445,21318,937.44,1.95,2.03,13.43,2.094,0.047,3697,0
27099,27099,1654763448,17.26,52.78,25,400,13131,20035,939.639,0.83,0.86,5.7,0.889,0.02,2105,0
25541,25541,1654761890,12.46,51.04,34,400,12799,19786,939.82,0.24,0.25,1.65,0.257,0.006,547,0
5471,5471,1654738802,-9.272,49.82,41,400,13247,20206,939.721,2.06,2.14,14.21,2.215,0.05,5471,1
52144,52144,1654713189,29.07,40.88,71,400,12792,20675,937.52,2.08,2.16,14.3,2.23,0.05,1002,0
6442,6442,1654739773,-7.238,49.21,188,400,13160,20076,939.627,0.85,0.88,5.83,0.91,0.021,6442,1
58743,58743,1655126165,-4.26,44.56,168,429,12774,20554,937.379,1.92,1.99,13.2,2.059,0.046,1857,0
54764,54764,1654715809,24.99,44.93,0,400,13266,21162,937.45,1.86,1.93,12.78,1.994,0.045,3622,0
54569,54569,1654715614,25.74,45.07,0,400,13101,20988,937.448,2.11,2.19,14.5,2.262,0.051,3427,0
